20,746 15235 4037 121 6725 12532 1322 496 2594 7499
23,18355 16160 5763 6165 6159 6160 6161 6162 6163 6164
26,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
41,8190 8704 10228 6234 45 8700 13611 8703 14212 14577
46,8640 4220 4799 8956 4769 4768 4654 13173 532 11322
48,8640 4220 4799 8956 4769 4768 4654 13173 532 11322
67,18355 16160 5763 6165 6159 6160 6161 6162 6163 6164
76,184 187 1157 13553 13146 5598 9426 11939 17827 1376
82,18355 16160 5763 6165 6159 6160 6161 6162 6163 6164
86,746 15235 4037 121 6725 12532 1322 496 2594 7499
92,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
125,8190 8704 10228 6234 45 8700 13611 8703 14212 14577
131,15707 5600 6997 15706 5375 5374 6994 4759 6173 6163
137,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
144,4735 9332 18438 18439 1190 17505 13846 6163 6160 6161
153,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
183,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
187,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
190,1715 12582 7759 7849 2266 5787 12414 14024 14025 4398
192,8640 4220 4799 8956 4769 4768 4654 13173 532 11322
196,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
230,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
233,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
238,746 15235 4037 121 6725 12532 1322 496 2594 7499
242,8666 6066 8316 6158 6160 6161 6162 6163 6164 6165
260,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
264,4481 4482 5142 4491 4489 4480 960 3835 6167 6162
266,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
270,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
283,5061 7492 7493 7495 7497 7430 7429 3838 8890 3839
285,5061 7492 7493 7495 7497 7430 7429 3838 8890 3839
289,8666 6066 8316 6158 6160 6161 6162 6163 6164 6165
294,4735 9332 18438 18439 1190 17505 13846 6163 6160 6161
318,4735 9332 18438 18439 1190 17505 13846 6163 6160 6161
329,4718 4717 4719 5198 5196 5148 10118 6166 6161 6162
