20,7310 6386 16392 6385 7317 9015 7316 15939 1193 8261
23,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
26,15016 15888 2705 2704 13114 15794 14096 17174 15793 15017
41,1521 4030 7920 5114 17477 8487 11659 6161 6162 6163
46,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
48,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
67,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
76,1715 12582 7759 7849 2266 5787 12414 14024 14025 4398
82,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
86,7310 6386 16392 6385 7317 9015 7316 15939 1193 8261
92,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
125,184 187 1157 13553 13146 5598 9426 11939 17827 1376
131,13519 4126 13993 3160 1186 2347 12646 11336 6168 6167
137,14379 9685 10745 16444 1565 560 17908 3212 6171 6170
144,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
153,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
183,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
187,15016 15888 2705 2704 13114 15794 14096 17174 15793 15017
190,10168 6386 10169 7317 3913 16392 7316 6385 5645 2449
192,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
196,15270 68 15126 6165 6159 6160 6161 6162 6163 6164
230,15016 15888 2705 2704 13114 15794 14096 17174 15793 15017
233,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
238,7310 6386 16392 6385 7317 9015 7316 15939 1193 8261
242,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
260,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
264,4178 3835 4425 8847 5951 14367 6161 6162 6163 6164
266,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
270,8190 8704 10228 6234 45 8700 13611 8703 14212 14577
283,4481 4482 5143 4491 4489 4480 960 3835 6167 6162
285,4481 4482 5143 4491 4489 4480 960 3835 6167 6162
289,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
294,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
318,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
329,184 187 1157 13553 13146 5598 9426 11939 17827 1376
334,4178 3835 4425 8847 5951 14367 6161 6162 6163 6164
346,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
351,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
359,184 187 1157 13553 13146 5598 9426 11939 17827 1376
364,4178 3835 4425 8847 5951 14367 6161 6162 6163 6164
372,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
389,14379 9685 10745 16444 1565 560 17908 3212 6171 6170
393,746 15235 4037 121 6725 12532 1322 496 2594 7499
398,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
400,7471 6268 8402 539 8403 8404 16344 17857 616 3959
414,1715 12582 7759 7849 2266 5787 12414 14024 14025 4398
422,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
444,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
447,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
459,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
476,15016 15888 2705 2704 13114 15794 14096 17174 15793 15017
492,10168 6386 10169 7317 3913 16392 7316 6385 5645 2449
500,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
505,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
511,4006 1033 5585 4001 4882 11922 6205 6165 6160 6161
521,8640 4220 4799 8956 4769 4768 4654 13173 532 11322
530,15270 68 15126 6165 6159 6160 6161 6162 6163 6164
544,4668 8452 4238 4221 8512 8511 6167 6162 6163 6164
548,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
564,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
577,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
579,184 187 1157 13553 13146 5598 9426 11939 17827 1376
595,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
614,7310 6386 16392 6385 7317 9015 7316 15939 1193 8261
622,4006 1033 5585 4001 4882 11922 6205 6165 6160 6161
638,4178 3835 4425 8847 5951 14367 6161 6162 6163 6164
656,4178 3835 4425 8847 5951 14367 6161 6162 6163 6164
679,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
692,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
720,1521 4030 7920 5114 17477 8487 11659 6161 6162 6163
744,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
756,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
760,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
779,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
787,7471 6268 8402 539 8403 8404 16344 17857 616 3959
798,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
817,5061 7492 7493 7495 7497 7430 7429 3838 8890 3839
824,5061 7492 7493 7495 7497 7430 7429 3838 8890 3839
839,4481 4482 5143 4491 4489 4480 960 3835 6167 6162
849,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
854,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
857,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
862,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
868,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
870,4668 8452 4238 4221 8512 8511 6167 6162 6163 6164
874,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
885,7471 6268 8402 539 8403 8404 16344 17857 616 3959
899,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
912,17956 4043 8082 17291 8516 7229 10274 10272 11980 1292
920,17917 15401 18494 6166 6160 6161 6162 6163 6164 6165
937,5061 7492 7493 7495 7497 7430 7429 3838 8890 3839
939,7310 6386 16392 6385 7317 9015 7316 15939 1193 8261
943,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
955,8111 5258 11704 13080 13158 7160 11687 9616 6148 6172
959,15463 18494 6167 6161 6162 6163 6164 6165 6166 6168
966,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
969,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
980,3807 16171 11816 783 2053 3815 1074 12042 7236 6946
986,4481 4482 5142 4491 4489 4480 960 3835 6167 6162
1000,15270 68 15126 6165 6159 6160 6161 6162 6163 6164
1008,10168 6386 10169 7317 3913 16392 7316 6385 5645 2449
1019,3807 16171 11816 783 2053 3815 1074 12042 7236 6946
1027,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
1029,5259 4727 16140 18494 6166 6161 6162 6163 6164 6165
1063,8668 6066 8316 6158 6160 6161 6162 6163 6164 6165
1082,15016 15888 2705 2704 13114 15794 14096 17174 15793 15017
