7, 10474  7873 13617  7764   841  2626 11846  3445 16168 16970
10, 11248  6597  5593 13275  9476  9840 17351  8096   501  7608
13, 10163  7870  4656  5265 15731  6049  6478 14839  1646 14780
19,  8023  5586  6233  5555  4169 11193 16213  5561  6640  7673
23,  7494  5287  6337 12000 16692   145  3851  8707  9683  2655
26, 13206  5289  4357 10587  9476 18092  3584  9055  6393   345
28,  6752  8137  7600 10167  8962  3540  5174  6430  1338   546
33, 16185  8534  6793  2586  4127 13845  4531 13856  7602  4352
40,    76 14434  6414 10202 16303  1481  9347  4591  9858  4581
42,  4651  2505 15031  3365 16256 14875  4001 15227  4314  5043
44,  3571  4506 10856 11193  5137  6481  5261  8922  7548 14959
46,  7664  3807 10650  3584 12612  4221  5606  8978  5940  8347
48, 13206  3894 15183  7581  4806  3104  4357  7383  1944  4359
51,  1475  9642  6172  3507  3003 14780  6882 17140  4090  6219
54, 15892   194  3922  3604 11300  4651 15031  8473  3566  5120
60,  5895  5417 12526 10117  3627  8473  5710 16306  6343  5604
62,  4199  3848  4777  8426 14251  6800  3555  6667 16532 15228
66,  6090  4715 15232  5432  5842  8875   732 11007 11270  2427
68,    72 13297 17955  7939  2835 12227 17870 10856 13862  4187
75, 15227  9476 16532  4485  8390  7608  4796  4829 16306 17787
82,  4253  9476  4359  4485  4702  5586  7195  4454  4357 11300
86,  5289  4785 12934 16424 13206  5607  4199  4485  5846  9476
92,    11  6497 11857  3947  2990 13254  3401 14979  8062  2125
103, 16376 17733   509 16225  1554  6494   668 17727  6812  6948
106,  7217  6750  2500  3278 16255 10949  4231  2240  9055  7141
109,  3972  3827   584   728 13081  7326  4634  8483  8487  9868
115, 15892  5564 16225  7583  5679  6812  9104  8506 10185  5556
119,   374  5926  4112  5899 10192 12532    74  8111    75  5637
122,  8483  9229  7494  6798  4034  4365  5293  3922 15892  3807
125, 16578  4702 11300  8858  5586  6482  4735  4243  3785 14865
127,  5416 15712 18092  4487  4253  8978  8892  5361  3894  8914
131, 14621  5065 16746  4780  5373 13893  8905  4785  9485  6790
135,  6172  9362  6337  4862 13746  1475  3507   477 11196 14073
137, 16506 16578 13218 13421  9104  7123 14128  6019 17435  1892
144,  7608 16532 16106  8426  6159   345  1041  5354 16743 10044
153,  8879  3960  5413  5149 11147 14074  5261  7458  1782 16604
163,  7174  7195 10068  8483  4702  3923  5360  4454  6526   197
168,  7592  5061  3876  8401 12358  3556 15226  8023  6416  7692
174, 1475 6172 6882 8943 4090 5061 6545 3571 3667 9642
178,  6323  4069 12852  6049  1649 17870  7329 14779  5593  4358
181,  5895  6028 17965 12526  7490  5524  5264  4023  8473 15227
183, 10174  5433  4097  4077  5008  7824 17873  9133 12014  3192
186,  5413  3537  4636  5163  4399 11783  9115  3571  5593  5056
190,  5056  9104 15183 17587  5838  5360  6919  4221  9259 16303
192, 13297  7325  7326 10880  5199 12815  6049  6392 10693  3993
196,    76  8460  6393  7624  1535 15134   203 10044  3253 14451
205,  6494  8849  6948 12572  5141 12439  7792   379  4299  9951
214, 15237 12903  8488 11567 15486   878 15366  7077  2797  7219
219, 3252 7581 6639 6545 3654 3827 4359 5926 8505 4634
225, 16376  3064 14451 10650 16176  7602  6793  5304  7172  2709
227,  5895  4485  5524 16424  3631 11218  6343  4269  4796  4199
230, 15227 16532  5542  7529 17917 17759  4119  3555  7490  7508
233,  4253  8035  5117 15712  9144 14676 10807  4487  2723  8500
238, 12644  8879 17109  8023  2341 11202 16298    46  6337 15226
240,  9476  4253  4359 11920  8035  4214  5352  4454 12705 15514
242,  3555  6019  4955   203 15227  7529 15114  3365  4093    76
246,  9453 11422 10188 13576     2 10698  6956  4130  3765  5289
254, 11894  7664 17866  3445 10009 16465  2740  3919 10393  8441
258,  3537  2729 15104  1686 16192  9265 10085 17372 12363  4399
260, 16578 11300 16506  9104 10087 10392 18094  3972  8460  3769
264,  2725 16692  6932  3338  8770 10221  3629 13244  4919 13542
266, 13210  6165  9115  5593  8962 17870  4909  3991  3926  4349
270,  6691  8852  4625  4792 10080  9871 16602  2988  6885  6463
283,  7664  8203  6089 15154  3540  6744  6752  2740 15183  9868
285, 12000 14797  9104 16698  4735  5976 18204 15636  7852  9890
289,  4314  3365 17876  4955  3563 18308 15855  6293 17135 17864
294, 16201 12040  3823  3813    76   203 16306 11223  4125  9347
298,  4702  5586  4243 11300  6228 11254  4628 16339  6482  4253
302, 4728  197 3827 4806  192  187 8638 3842 5275 7195
307,  5679  8506 15892   379  6812 16767  4594  3584  5120  4221
314,  7174  7336  7329 10056  8483 15652 10163  7332 17735  5192
317, 16185  5005  9461  4361  4037  5637  3074  8445  9303  3654
321, 12572  6948 16304 14843 16217 12983 12439   379 16604  6494
329, 10650  4527  4763  4429 12612  3282  7964 17727  9716 11007
334,  4211  5926  3252  4090  6481 10192 17140 11809   718  2599
343,  3741 15636  8309  5327  7495  3254  6219  9347  2586 13838
