0, 10227  7581  3569  3806  6404  8638  6530  3601  3572  6289
1,  5276  5113  5301 15398 14190  9014  8483  9302  6943 15892
2,  4657  4658  4728  5128  3805  6359  7496  9002 13206  4630
4,  4634  4728  8666  8982   197  9475  5562 10067  4844  5142
5,  6798 12194  6794  4984 10466  3806  5645  5610  8982  4634
6,  8632 13554  3835  4005  2234 11849 12007 14419  9402 14909
7, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
8, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
9,  9303  8483  3572  4976  3565  4361 15892   197  4279  3541
10, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
11,  2730  4771  8922  4767 18360   231   648  8666  5199  5346
12, 3529 4705 4722 4634 3528 4719 3530 3534 3533 3527
13, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
14, 12469  8638  3572  3565  6526  9461  9126  9448  4844  6228
15, 18301 18299  7324  7495  3654  5743  8952 14614  5737 10284
16,  9204  9202 12469  9201  6289   197 15892 15496  7581  5297
17,  7326 11539   189   194  8306  4034  4123 12851 11328  4795
18, 12194  3105  4691  8478  8347  5296  5113  4279  6806  5112
19, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
20, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
21, 3565 3572 3576 9205 8623 3566 6526 9461 9476 9208
22, 7496 3834 8638 5294 8982 5113 7581 5297 4691 5752
23, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
24, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
25, 10466  5508  6292  5645 10167  5113 15892 17955  8666 15299
26, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
27, 12469 15102 15099  6526  8638 15100  8666  8667   197  6289
28, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
29,  6289  5112  6292  3805 10227  8638 17955 14847  8481  7172
30,  4280 17752  5593  9461  6943  2301  8473  7581 14847   197
31,  4634  4658  5113 10466  8982  5645  3806  8186   197  3922
32,  6404  8481   187  5005  3922  8982 10067  5297  5120 15892
33, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
34, 10466  4034  8473 10227  8638  3922  4844  6289  6404  4361
35,  5113  6292  6289  8481  6404  8984 10469  8666  5297  5112
36,  4187  4033  9611 10076  4035  3864 11612  4287  4062  5351
39,  7496  7493  7495  3655  5737  5113  5736  4024 10067  3834
40, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
41, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
42, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
43, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
44, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
45, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
46, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
47,  4430 13582  9787  1011  3069 12900  4669  7746  3067  9968
48, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
49, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
50,  8666  4728  5645   197 10055 10067  7581  5113  5128  1023
51, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
52,  8638  3806 10466  4128 17752  6798  7354  4220  4634  8564
53, 15119 15099 15114 15100 12469  6404  9477  6289  8414   189
54, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
55, 4280  197  192  187  194 9461 8564 6292 2301 8473
56,  4346  7581  4844  5142  4657  3565  7310 15908  3572  4693
57, 10466  5562 12469  3805  8638  1212 10067  5645  8481 10068
59, 12469  8638  5113  4844  6404 15892   207  9303  5562   197
60, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
61,  4657  8638  7581  5113 10227  3565  4658   197 15892  5700
62, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
63,  5113  3572 10227  8666 10068 10466  1212  8481  3806  4844
64,   197 10227   194   187   192  8481 11733  5562 12469  4279
65, 12469 15102  7581  9202  6289  4844 15100  8982  7496  5113
66, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
67, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
68, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
69, 11637 12191 15303  4343 18248   131 11891  8979 13849  4256
71, 15892  8638  5113  4844  6785  7581  6794 16209  9014  4279
72,  8506  8414  4844  3565 15892  3572  7199  6292  4207  5296
74,  7693  8701  5058 12572 12625 10597 12053  2302  5477 12992
75, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
76, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
77, 18096 18100 18097  1023  8940 18094  5135 11218  3624 18092
78, 8982 3565 9199  725 9203 5297 3806 9461 4844 9206
79,  8982  5113  9303  7354  3604 18098  5276  8475  9014  8483
80,  3806  5700   735 10067  8638  5562   739   187 13838  1212
81, 10142  3100 14852 14851  7172 14847 10141  6404  5113  5656
82, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
84,  3565  3572  3593  5294  9446  8440  8666  9303 10466 10813
85,   197  7581  6526 11734  8638   192  7310  3572  8982  7602
86, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
87, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
88,  5562  9093 16176  8505 16179  8982  5508  3805  8516  8526
89,  4691 15908  3541  5044  3842 17955  9302  8636  5275  9461
90,  8960  9469  2557 13266 18071 10041  7598 15568 11479  8992
92, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
93, 10068  4657  6292  6018   187  5645  6793  5291 15892  8414
94,  5113 17955  7657  8481  6292  4361 10227  7659 16659  7199
95, 15120 10068  7581  6404 12469  5113  8638  6289  8666   197
96,  3541  4696  7661 15150  4306  4702  8854  6176  5593  3897
97,  4361  4123  8186 12469  5143  3565  2301  4194  7581 10068
98,  8445 12469   189  4446  4691   194  6228  8982  5297 14847
102,  7583  5128 12469  8638  4844 15101  8445  5113  1023  1212
103, 18494  6068  6160  6161  6162  6163  6164  6165  6166  6167
