10, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
13, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
19, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
23, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
26, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
28, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
40, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
42, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
44, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
46, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
48, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
51, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
60, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
62, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
66, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
68, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
76, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
82, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
86, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
92, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
106, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
109, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
115, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
119, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
125, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
127, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
131, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
135, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
137, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
144, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
153, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
163, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
168, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
174, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
178, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
181, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
183, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
186, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
190, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
192, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
196, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
219, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
227, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
230, 18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
